33 34 . 8 9 9 9 9 10 . 57 58 57 58 5 3 19 9 39 9 39 9 39 9 39 10 . . . . . . . . . . . 57 58
41 42 32 8 9 9 9 9 10 . 49 50 . 5 3 19 9 9 9 39 9 39 9 39 9 10 . . . . . . . . . . 51 52 .
33 34 32 8 9 9 9 9 10 . 57 58 5 3 19 9 9 9 39 9 39 9 39 9 39 10 . . . . . . . . . . 59 60 .
41 42 32 8 9 9 9 9 10 6 . 5 3 19 9 9 9 28 17 17 17 17 17 17 17 18 . . . . . . . . . . . . .
33 34 32 8 9 9 9 9 20 1 1 1 19 9 9 9 28 12 14 . 51 52 . . . . . . . . . . . . . . . . .
41 42 32 8 9 9 9 9 9 9 9 9 9 9 9 28 12 14 49 50 59 60 51 52 . . . . . . . . . . . . . . .
. . 32 8 9 9 9 9 9 9 9 9 9 9 28 12 14 . 57 58 . . 59 60 . . . . . . . . . . . . . . .
35 36 32 16 17 17 17 17 17 17 17 17 17 17 12 14 51 52 51 52 49 50 . 51 52 49 50 . . . . . . . . . . . .
43 44 32 32 32 32 32 32 32 32 . . . . 33 34 59 60 59 60 57 58 . 59 60 57 58 51 52 . . . . . . . . . .
33 34 . . 35 36 35 36 33 34 . . 35 36 41 42 . . . . . . 49 50 49 50 . 59 60 . . . . . . . . . .
41 42 33 34 43 44 43 44 41 42 35 36 43 44 . . . . . . . . 57 58 57 58 . . . . . . . . . . . . .
. . 41 42 . 35 36 35 36 . 43 44 . . . . . . . . . . . . . . . . . . . . . . . . . . .
--
4 4 4 4 4 4 4 4 4 4 4 4 4 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 8 8 8 8 4 4 4 4 4 4 4
4 4 4 4 . . . . . . . . . . . . . 1 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 4 4 4 4 4
4 4 4 . . . . . . . . . . . . . . . 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4
4 4 4 . . . . . . . . . . . . . . . 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4
4 4 4 . . . . . . . . 1 1 1 . . . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4
4 4 4 . . . . . . . . 1 1 1 1 . . . . . . . 8 8 8 8 8 8 4 4 8 8 8 8 8 8 8 8 4
4 4 4 . . . . . . . 1 1 1 1 1 1 . . . . . 8 8 8 8 8 8 4 4 4 4 8 8 8 8 8 8 8 4
4 4 4 . . . . . . 4 4 1 1 1 1 1 1 1 8 8 8 8 8 8 4 4 4 4 4 4 4 8 8 8 8 8 8 8 4
4 4 4 . . . . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 4
4 4 4 . . . . . . 8 8 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 4 4
0 4 4 . . . . . . 8 8 8 8 8 8 8 8 4 . . . . . . . 8 4 4 4 8 8 8 8 8 8 8 8 4 4
0 0 4 . . . . . . 4 4 4 8 8 8 8 8 . . . . . . . . . 4 4 8 8 8 8 8 8 8 8 8 4 4
0 0 0 . . . . . . 4 4 4 4 4 4 8 . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 8 4 4
0 0 0 . . . . . . 4 4 4 4 4 4 . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 4 4 4
0 0 0 . . . . . . 4 4 4 4 4 . . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 4 4 1
0 0 0 . . . . . . 4 4 4 4 . . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 4 1 1 1
0 0 0 . . . . . . . . . . . . . . 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 4 1 1 1 1
0 0 0 . . . . . . . . . . . . . 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 4 4 4 1 1 1 1 1
0 0 0 . . . . . . . . . . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1
0 0 0 0 . . . . . . . . . . 0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1
