43 44 8 9 9 9 9 9 9 10 43 44 43 44 43 44 41 42 . . . . . . . . . . . . . . . . . . . . . .
33 34 8 37 9 38 9 9 9 20 1 1 1 1 1 1 1 2 . . . . . . . . . . . . . . . . . 49 50 . . .
41 42 16 17 17 17 17 17 17 27 9 9 9 9 9 9 9 10 . . . . . . . . . . . . 49 50 . . . 57 58 . . .
. 33 34 35 36 . . 35 36 11 17 17 17 17 17 17 17 18 . . . . . . . . . . 49 50 57 58 . . . . . . . .
. 41 42 43 44 33 34 43 44 . . . . . . . . . . . . . . . . . . . 57 58 . . . . . . . . . .
--
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
1 1 1 . . 1 1 1 1 . . . . . . . . . 8 8 4 4 4 4 4 4 4 8 8 8 8 4 4 4 4 4 4 4 4 4
1 1 . . . . . . . . . . . . . . . . 8 8 8 4 4 4 4 4 8 8 8 8 8 8 8 4 4 4 4 4 4 4
1 1 . . . . . . . . 1 1 1 1 . . . . 8 8 8 8 4 4 4 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4
1 1 . . . 1 1 1 1 1 1 1 1 1 1 1 1 1 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4
1 1 . . . 1 1 1 1 1 1 1 1 1 1 1 1 1 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4
1 1 . . . 1 1 1 . . . . . . . . 1 1 4 8 8 8 8 8 8 8 8 8 8 4 4 8 8 8 8 8 8 4 4 4
1 1 . . . . . . . . . . . . . . . 1 4 4 4 8 8 8 8 8 8 8 4 4 4 4 8 8 8 8 8 8 4 4
1 1 1 . . . . . . . . . . . . . . 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 . . . 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 . . . 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 . . . 0 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 8 8 8 8 8 12
0 0 0 0 . . . . . . . . 0 0 . . . 0 12 12 12 12 12 12 12 8 8 12 12 12 12 12 12 8 8 8 8 8 12 12
0 0 0 . . . . . . . . . . 0 . . . 0 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 8 8 8 8 8 12 12
0 0 . . . . . . . . . . . 0 . . . 0 12 12 12 12 12 12 8 4 8 8 8 8 8 12 12 8 8 8 8 8 12 12
0 0 . . . . . . . . . . . 0 . . . 0 12 12 12 12 12 12 8 8 8 8 8 8 12 12 12 8 8 8 8 8 12 12
0 0 . . . . . 0 0 0 . . . . . . . 0 12 12 12 8 8 12 12 8 8 8 12 12 12 12 8 8 8 8 8 12 12 12
0 0 . . . . . 0 0 0 . . . . . . . 0 12 12 8 8 8 8 12 12 12 12 12 12 8 8 8 8 8 8 8 12 12 12
0 0 . . . . . 0 0 0 0 . . . . . 0 0 12 12 8 8 8 8 8 12 12 12 8 8 8 8 8 8 8 8 8 12 12 12
0 0 . . . . . . . 0 0 0 0 0 0 0 0 0 12 12 12 12 8 8 8 12 12 8 8 8 8 8 8 8 8 8 8 12 12 12
0 0 . . . . . . . . 0 0 0 0 0 0 0 0 12 12 12 12 12 12 12 12 8 8 8 8 8 8 8 8 8 8 8 12 12 12
0 0 . . . . . . . . . . . . . . . 0 8 8 12 12 12 12 12 8 8 8 8 8 8 8 8 8 8 8 8 12 12 12
0 0 0 . . . . . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 12 12 12
0 0 0 0 0 0 0 0 0 0 . . . . . . . 0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 12 12 12 12 12 12 12 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12
