58 . 11 27 9 9 20 4 6 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 49 50 .
51 52 13 11 27 9 9 20 4 49 50 . . . . . . . . . . . . . . . . . . . . . . . . . . 57 58 51
59 60 . 13 8 9 9 9 10 57 58 . . . . . . . . . . . . . . . . . . . . . . . . . . 49 50 59
51 52 . . 8 9 9 9 10 . 49 50 . . . . . . . . . . . . . . . . . . . . . . . . . 57 58 49
59 60 . . 8 9 9 9 10 . 57 58 . . . . . . . . . . . . . . . . . . . . . . . . 51 52 . 57
49 50 . . 8 9 9 9 10 . 49 50 49 50 . . . . . . . . . . . . . . . . . . . . . . 59 60 . 49
57 58 . . 8 37 9 38 10 . 57 58 57 58 51 52 . . . . . . . . . . . . . . . . . . . 49 50 51 52 57
49 50 51 52 16 17 17 17 18 . . 49 50 . 59 60 51 52 . . . . . 49 50 51 52 51 52 . . . . 49 50 57 58 59 60 .
57 58 59 60 . . . . . 51 52 57 58 51 52 . 59 60 . . . . . 57 58 59 60 59 60 49 50 49 50 57 58 51 52 . . .
. 51 52 49 50 51 52 51 52 59 60 . . 59 60 . 49 50 51 52 51 52 51 52 51 52 . 49 50 57 58 57 58 49 50 59 60 . . .
. 59 60 57 58 59 60 59 60 . 49 50 49 50 49 50 57 58 59 60 59 60 59 60 59 60 . 57 58 . . . . 57 58 . . . . .
--
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 4 4
4 4 4 4 4 . . . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 4
4 4 4 4 . . . . . . . . . . . . . . . 8 8 8 8 8 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 4
4 4 4 . . . . . . . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
4 4 . . . . . . . . . . 8 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
4 4 . . . . . . . . . . 8 8 8 8 . . . . . 8 8 8 8 8 8 8 8 8 8 8 4 4 8 8 8 8 8 8
4 4 . . . . . . . . . . . . . . . . . . 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 8 8 8 8 8
4 4 . . . . . . . . . . . . . . . . . 8 8 8 8 8 8 8 8 4 4 4 4 4 4 4 4 8 8 8 8 8
4 4 . . . . 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8
4 4 . . . . 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8
4 4 . . . . 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 4
4 4 . . . . 8 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 4
4 4 . . . . 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 4 4
4 4 4 . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4 8 8 8 8 8 8 8 4 4 4
4 4 4 4 . . . . 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 8 8 8 8 8 8 8 4 4 4 4
4 4 4 4 . . . . . 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4
4 4 4 4 . . . . . 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4
4 4 4 4 . . . . . 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4
4 4 4 4 . . . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4
4 4 4 4 . . . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4 4
4 4 4 4 4 . . . 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
